protein_id,signal_peptide,probability,cleavage_site,cleavage_site_prob
WP_253433532.1@GCF_024138145.1,Tat/SPI,0.986624,57-58,0.824186
WP_253433534.1@GCF_024138145.1,Tat/SPI,0.987586,48-49,0.666225
WP_253433679.1@GCF_024138145.1,Tat/SPII,0.995054,24-25,0.843448
WP_253433779.1@GCF_024138145.1,Tat/SPI,0.902412,30-31,0.593836
WP_253433884.1@GCF_024138145.1,Sec/SPI,0.522125,35-36,0.382861
WP_253433960.1@GCF_024138145.1,Tat/SPI,0.964506,52-53,0.879768
WP_253433965.1@GCF_024138145.1,Tat/SPI,0.976532,46-47,0.864972
WP_253433970.1@GCF_024138145.1,Tat/SPII,0.994578,22-23,0.842342
WP_253434096.1@GCF_024138145.1,Tat/SPII,0.881026,22-23,0.747324
WP_253434098.1@GCF_024138145.1,Tat/SPI,0.674921,30-31,0.572900
WP_253434101.1@GCF_024138145.1,Tat/SPI,0.831082,24-25,0.562042
WP_253434116.1@GCF_024138145.1,Sec/SPII,0.537124,20-21,0.522416
WP_253434128.1@GCF_024138145.1,Tat/SPI,0.999949,35-36,0.895683
WP_253434206.1@GCF_024138145.1,Tat/SPII,0.999960,26-27,0.846526
WP_253434220.1@GCF_024138145.1,Tat/SPII,0.742445,54-55,0.606222
WP_253434242.1@GCF_024138145.1,Tat/SPII,0.999745,31-32,0.837098
WP_253434260.1@GCF_024138145.1,Sec/SPI,0.998282,28-29,0.962527
WP_253434304.1@GCF_024138145.1,Tat/SPI,0.971242,46-47,0.866968
WP_253434307.1@GCF_024138145.1,Sec/SPI,0.989173,26-27,0.944552
WP_253434347.1@GCF_024138145.1,Tat/SPI,1.000003,34-35,0.574269
WP_253434368.1@GCF_024138145.1,Sec/SPI,0.995312,33-34,0.954651
WP_253434377.1@GCF_024138145.1,Tat/SPI,0.999942,37-38,0.899765
WP_253434393.1@GCF_024138145.1,Tat/SPI,0.999710,32-33,0.905654
WP_253434416.1@GCF_024138145.1,Tat/SPII,0.988260,26-27,0.840279
WP_253434441.1@GCF_024138145.1,Tat/SPII,0.922887,27-28,0.772660
WP_253434485.1@GCF_024138145.1,Tat/SPII,0.968676,28-29,0.805798
WP_253434543.1@GCF_024138145.1,Tat/SPI,0.974339,53-54,0.866905
WP_253434544.1@GCF_024138145.1,Tat/SPI,0.984798,51-52,0.482942
WP_253434549.1@GCF_024138145.1,Tat/SPI,0.982223,26-27,0.864491
WP_253434608.1@GCF_024138145.1,Tat/SPII,0.999776,26-27,0.845581
WP_253434643.1@GCF_024138145.1,Sec/SPII,0.924805,20-21,0.903186
WP_253434680.1@GCF_024138145.1,Tat/SPI,0.956272,30-31,0.858405
WP_253434718.1@GCF_024138145.1,Tat/SPI,0.865446,32-33,0.667762
WP_253434733.1@GCF_024138145.1,Tat/SPI,1.000022,30-31,0.933020
WP_253434775.1@GCF_024138145.1,Tat/SPI,0.993422,40-41,0.808806
WP_253434783.1@GCF_024138145.1,Tat/SPII,0.997668,27-28,0.837251
WP_253434815.1@GCF_024138145.1,Tat/SPI,0.933914,39-40,0.831446
WP_253434867.1@GCF_024138145.1,Sec/SPI,0.635556,32-33,0.601393
WP_253434878.1@GCF_024138145.1,Tat/SPII,0.999673,25-26,0.846232
WP_253434891.1@GCF_024138145.1,Tat/SPII,0.961093,26-27,0.811043
WP_253434981.1@GCF_024138145.1,Tat/SPI,0.803546,33-34,0.447579
WP_253435037.1@GCF_024138145.1,Sec/SPI,0.864791,28-29,0.531493
WP_253435076.1@GCF_024138145.1,Tat/SPII,0.998318,21-22,0.830997
WP_253435081.1@GCF_024138145.1,Tat/SPI,0.999999,26-27,0.921700
WP_253435117.1@GCF_024138145.1,Tat/SPI,0.996876,33-34,0.860963
WP_253435223.1@GCF_024138145.1,Tat/SPI,0.771498,33-34,0.382880
WP_253435248.1@GCF_024138145.1,Tat/SPII,0.990185,25-26,0.844819
WP_253435266.1@GCF_024138145.1,Tat/SPII,0.996751,25-26,0.837363
WP_253435405.1@GCF_024138145.1,Tat/SPI,0.949309,56-57,0.844462
WP_253435428.1@GCF_024138145.1,Tat/SPI,0.926943,63-64,0.663496
WP_253435462.1@GCF_024138145.1,Tat/SPI,0.977541,39-40,0.768777
WP_253435529.1@GCF_024138145.1,Tat/SPI,0.969387,60-61,0.843290
WP_253435536.1@GCF_024138145.1,Tat/SPII,0.911669,19-20,0.755487
WP_253435661.1@GCF_024138145.1,Sec/SPII,0.999980,21-22,0.976570
WP_253435832.1@GCF_024138145.1,Tat/SPI,0.550144,40-41,0.456351
WP_253435841.1@GCF_024138145.1,Tat/SPII,0.861196,32-33,0.725799
WP_253435867.1@GCF_024138145.1,Tat/SPII,0.970079,40-41,0.813706
WP_253435879.1@GCF_024138145.1,Tat/SPI,0.999389,44-45,0.891946
WP_253435887.1@GCF_024138145.1,Tat/SPII,0.992896,27-28,0.862571
WP_253436004.1@GCF_024138145.1,Tat/SPI,0.607005,69-70,0.225227
WP_253436007.1@GCF_024138145.1,Tat/SPII,0.984977,31-32,0.837529
WP_253436087.1@GCF_024138145.1,Tat/SPI,0.999992,27-28,0.922101
WP_253436143.1@GCF_024138145.1,Tat/SPI,0.871660,22-23,0.589531
WP_253436177.1@GCF_024138145.1,Tat/SPII,0.999675,20-21,0.855109
WP_253436188.1@GCF_024138145.1,Tat/SPII,0.873086,23-24,0.746527
WP_253436280.1@GCF_024138145.1,Tat/SPII,0.700644,22-23,0.592532
WP_253436281.1@GCF_024138145.1,Tat/SPI,0.748203,30-31,0.387912
WP_253436284.1@GCF_024138145.1,Tat/SPI,0.878383,47-48,0.761062
WP_253436332.1@GCF_024138145.1,Tat/SPII,0.999808,24-25,0.847191
WP_253436359.1@GCF_024138145.1,Tat/SPII,0.999013,27-28,0.844496
WP_253436411.1@GCF_024138145.1,Tat/SPI,0.968906,51-52,0.867206
WP_253436485.1@GCF_024138145.1,Tat/SPI,0.983503,23-24,0.868974
WP_253436589.1@GCF_024138145.1,Sec/SPI,0.863751,57-58,0.000115
WP_253436591.1@GCF_024138145.1,Sec/SPI,0.660853,29-30,0.624492
WP_253436601.1@GCF_024138145.1,Tat/SPI,0.999986,35-36,0.925809
WP_253436604.1@GCF_024138145.1,Tat/SPI,0.999535,42-43,0.863884
WP_253436748.1@GCF_024138145.1,Tat/SPI,0.999989,33-34,0.927491
WP_253436753.1@GCF_024138145.1,Tat/SPII,0.747525,23-24,0.625989
WP_253436756.1@GCF_024138145.1,Sec/SPI,0.998964,23-24,0.968272
WP_253436764.1@GCF_024138145.1,Tat/SPII,0.769464,21-22,0.657635
WP_253436778.1@GCF_024138145.1,Tat/SPII,0.999642,22-23,0.851684
WP_253436800.1@GCF_024138145.1,Tat/SPII,0.998113,24-25,0.846869
WP_253436822.1@GCF_024138145.1,Tat/SPII,0.853074,33-34,0.698950
WP_253436827.1@GCF_024138145.1,Sec/SPII,0.707490,20-21,0.687434
WP_253436842.1@GCF_024138145.1,Sec/SPII,1.000052,21-22,0.995869
WP_253436856.1@GCF_024138145.1,Sec/SPI,0.368433,24-25,0.222331
WP_253436884.1@GCF_024138145.1,Tat/SPII,0.874445,27-28,0.730462
WP_253436957.1@GCF_024138145.1,Tat/SPII,0.767085,22-23,0.629951
WP_253437186.1@GCF_024138145.1,Tat/SPI,0.390900,,
WP_253437387.1@GCF_024138145.1,Tat/SPI,0.990598,34-35,0.887791
WP_253437417.1@GCF_024138145.1,Tat/SPI,0.985980,34-35,0.891940
WP_253437495.1@GCF_024138145.1,Tat/SPII,0.999876,23-24,0.846335
WP_253437559.1@GCF_024138145.1,Sec/SPI,0.961574,24-25,0.668231
WP_253437568.1@GCF_024138145.1,Tat/SPII,0.995401,20-21,0.831176
WP_253437734.1@GCF_024138145.1,Sec/SPII,0.938544,17-18,0.887660
WP_253437737.1@GCF_024138145.1,Tat/SPI,0.877139,31-32,0.776528
WP_253437764.1@GCF_024138145.1,Tat/SPII,0.998940,33-34,0.851014
WP_253437828.1@GCF_024138145.1,Tat/SPII,0.933608,20-21,0.798612
WP_253437831.1@GCF_024138145.1,Tat/SPII,0.758094,20-21,0.625735
WP_253438139.1@GCF_024138145.1,Sec/SPI,0.921145,21-22,0.924941
WP_253438259.1@GCF_024138145.1,Sec/SPI,0.981362,23-24,0.927491
WP_253438362.1@GCF_024138145.1,Tat/SPI,0.999998,25-26,0.922840
WP_253438373.1@GCF_024138145.1,Tat/SPI,0.964369,40-41,0.862883
WP_253438507.1@GCF_024138145.1,Sec/SPI,0.999092,23-24,0.976284
WP_253438509.1@GCF_024138145.1,Sec/SPI,0.654572,26-27,0.729175
WP_253438532.1@GCF_024138145.1,Sec/SPII,0.592623,20-21,0.575428
WP_253438598.1@GCF_024138145.1,Tat/SPII,0.999941,22-23,0.844471
WP_253438760.1@GCF_024138145.1,Tat/SPII,0.999212,32-33,0.831331
WP_253438869.1@GCF_024138145.1,Tat/SPII,0.637300,34-35,0.525969
WP_253438919.1@GCF_024138145.1,Tat/SPII,0.998616,29-30,0.841098
WP_253438940.1@GCF_024138145.1,Tat/SPII,0.706476,42-43,0.577871
WP_253439000.1@GCF_024138145.1,Tat/SPII,0.925709,38-39,0.749768
WP_253439065.1@GCF_024138145.1,Sec/SPI,0.984257,27-28,0.948617
WP_253439246.1@GCF_024138145.1,Sec/SPI,0.963920,31-32,0.905212
WP_253439249.1@GCF_024138145.1,Tat/SPI,0.999920,27-28,0.927661
WP_253439251.1@GCF_024138145.1,Tat/SPI,0.930249,24-25,0.701171
WP_256499649.1@GCF_024138145.1,Tat/SPI,1.000021,29-30,0.935808
WP_253736213.1@GCF_024178165.1,Sec/SPI,0.997337,25-26,0.962307
WP_253736244.1@GCF_024178165.1,Sec/SPII,0.997006,17-18,0.985214
WP_253736253.1@GCF_024178165.1,Tat/SPII,0.996236,27-28,0.838792
WP_253736258.1@GCF_024178165.1,Tat/SPII,0.999393,22-23,0.847801
WP_253736270.1@GCF_024178165.1,Tat/SPII,0.898413,20-21,0.752350
WP_253736278.1@GCF_024178165.1,Sec/SPI,0.999192,26-27,0.964807
WP_253736291.1@GCF_024178165.1,Tat/SPII,0.999377,24-25,0.848959
WP_253736331.1@GCF_024178165.1,Sec/SPI,0.998897,33-34,0.951553
WP_253736333.1@GCF_024178165.1,Sec/SPI,0.999061,27-28,0.981729
WP_253736366.1@GCF_024178165.1,Sec/SPI,0.957392,26-27,0.884782
WP_253736374.1@GCF_024178165.1,Sec/SPI,0.855639,33-34,0.718363
WP_253736386.1@GCF_024178165.1,Tat/SPII,0.999871,25-26,0.845500
WP_253736408.1@GCF_024178165.1,Sec/SPII,1.000052,16-17,0.996782
WP_253736414.1@GCF_024178165.1,Tat/SPI,0.925139,34-35,0.537254
WP_253736423.1@GCF_024178165.1,Sec/SPII,0.698892,26-27,0.685156
WP_253736424.1@GCF_024178165.1,Tat/SPI,0.995592,33-34,0.451999
WP_253736438.1@GCF_024178165.1,Tat/SPII,0.559521,24-25,0.471999
WP_253736490.1@GCF_024178165.1,Sec/SPI,0.980073,34-35,0.409577
WP_253736500.1@GCF_024178165.1,Tat/SPII,0.998767,22-23,0.838766
WP_253736526.1@GCF_024178165.1,Tat/SPII,0.904317,19-20,0.752643
WP_253736529.1@GCF_024178165.1,Sec/SPI,0.640042,30-31,0.624158
WP_253736577.1@GCF_024178165.1,Tat/SPI,0.982349,44-45,0.849726
WP_253736581.1@GCF_024178165.1,Sec/SPI,0.513627,24-25,0.518287
WP_253736620.1@GCF_024178165.1,Tat/SPII,0.986860,24-25,0.840575
WP_253736670.1@GCF_024178165.1,Tat/SPII,0.999678,25-26,0.847617
WP_253736696.1@GCF_024178165.1,Tat/SPII,0.983460,40-41,0.817372
WP_253736754.1@GCF_024178165.1,Sec/SPI,0.541567,35-36,0.243966
WP_253736758.1@GCF_024178165.1,Tat/SPII,0.998354,27-28,0.839057
WP_253736765.1@GCF_024178165.1,Tat/SPII,0.869545,21-22,0.731713
WP_253736793.1@GCF_024178165.1,Sec/SPI,0.980591,32-33,0.951484
WP_253736869.1@GCF_024178165.1,Tat/SPII,0.862211,23-24,0.714953
WP_253736896.1@GCF_024178165.1,Sec/SPII,1.000034,18-19,0.995999
WP_253736903.1@GCF_024178165.1,Sec/SPII,0.696033,22-23,0.682057
WP_253736904.1@GCF_024178165.1,Tat/SPII,0.982809,22-23,0.844226
WP_253736908.1@GCF_024178165.1,Sec/SPI,0.726899,34-35,0.588592
WP_253736996.1@GCF_024178165.1,Tat/SPII,0.996031,27-28,0.845058
WP_253737003.1@GCF_024178165.1,Tat/SPII,0.996741,35-36,0.831321
WP_253737016.1@GCF_024178165.1,Tat/SPII,0.999826,27-28,0.850596
WP_253737023.1@GCF_024178165.1,Tat/SPII,0.999975,25-26,0.846723
WP_253737041.1@GCF_024178165.1,Tat/SPII,0.999339,27-28,0.846149
WP_253737047.1@GCF_024178165.1,Sec/SPI,0.999055,23-24,0.976410
WP_253737071.1@GCF_024178165.1,Tat/SPII,0.997856,38-39,0.831980
WP_253737073.1@GCF_024178165.1,Tat/SPI,0.960405,60-61,0.852375
WP_253737074.1@GCF_024178165.1,Tat/SPII,0.938996,23-24,0.784336
WP_253737079.1@GCF_024178165.1,Sec/SPII,1.000036,23-24,0.987067
WP_253737127.1@GCF_024178165.1,Tat/SPII,0.999618,21-22,0.847391
WP_253737139.1@GCF_024178165.1,Sec/SPI,0.999000,30-31,0.964748
WP_253737140.1@GCF_024178165.1,Tat/SPII,0.613383,17-18,0.558100
WP_253737149.1@GCF_024178165.1,Sec/SPI,0.459006,31-32,0.441547
WP_253737155.1@GCF_024178165.1,Sec/SPI,0.999148,24-25,0.979006
WP_253737186.1@GCF_024178165.1,Tat/SPI,0.855796,37-38,0.343259
WP_253737214.1@GCF_024178165.1,Tat/SPII,0.999728,20-21,0.850858
WP_253737231.1@GCF_024178165.1,Sec/SPII,0.676555,17-18,0.634233
WP_253737241.1@GCF_024178165.1,Tat/SPII,0.990629,24-25,0.844453
WP_253737242.1@GCF_024178165.1,Tat/SPII,0.994615,20-21,0.851616
WP_253737281.1@GCF_024178165.1,Tat/SPII,0.999659,23-24,0.843582
WP_253737299.1@GCF_024178165.1,Tat/SPII,0.956666,23-24,0.815618
WP_253737382.1@GCF_024178165.1,Tat/SPII,0.999569,21-22,0.841086
WP_253737421.1@GCF_024178165.1,Tat/SPI,0.999985,34-35,0.909282
WP_253737462.1@GCF_024178165.1,Sec/SPI,0.643393,36-37,0.330270
WP_253737486.1@GCF_024178165.1,Tat/SPI,0.514583,30-31,0.414314
WP_253737487.1@GCF_024178165.1,Sec/SPI,0.999243,26-27,0.355225
WP_253737531.1@GCF_024178165.1,Tat/SPI,0.999976,34-35,0.860562
WP_253737554.1@GCF_024178165.1,Sec/SPI,0.885213,33-34,0.176490
WP_253737555.1@GCF_024178165.1,Sec/SPI,0.864524,21-22,0.771474
WP_253737556.1@GCF_024178165.1,Sec/SPI,0.884851,42-43,0.826787
WP_253737565.1@GCF_024178165.1,Tat/SPII,0.970898,23-24,0.806666
WP_253737567.1@GCF_024178165.1,Tat/SPI,0.772587,47-48,0.472824
WP_253737588.1@GCF_024178165.1,Sec/SPI,0.999164,20-21,0.974267
WP_253737606.1@GCF_024178165.1,Tat/SPII,0.999331,30-31,0.848949
WP_253737658.1@GCF_024178165.1,Sec/SPI,0.998535,23-24,0.957094
WP_253737716.1@GCF_024178165.1,Tat/SPI,0.917454,27-28,0.670718
WP_253737717.1@GCF_024178165.1,Sec/SPII,1.000050,20-21,0.992511
WP_253737731.1@GCF_024178165.1,Tat/SPII,0.999894,30-31,0.835525
WP_253737738.1@GCF_024178165.1,Tat/SPII,0.999326,23-24,0.854986
WP_253737739.1@GCF_024178165.1,Tat/SPII,0.999668,28-29,0.836870
WP_253737740.1@GCF_024178165.1,Tat/SPI,0.524742,24-25,0.433260
WP_253737810.1@GCF_024178165.1,Sec/SPII,0.832078,20-21,0.812274
WP_253737818.1@GCF_024178165.1,Tat/SPII,0.944011,23-24,0.793844
WP_253737820.1@GCF_024178165.1,Tat/SPII,0.996839,29-30,0.841837
WP_253737832.1@GCF_024178165.1,Sec/SPII,0.956460,19-20,0.903730
WP_253737836.1@GCF_024178165.1,Tat/SPII,0.968750,26-27,0.814033
WP_253737867.1@GCF_024178165.1,Sec/SPII,1.000048,20-21,0.987793
WP_253737900.1@GCF_024178165.1,Sec/SPI,0.710582,26-27,0.813112
WP_253737909.1@GCF_024178165.1,Sec/SPI,0.837469,20-21,0.828454
WP_253737913.1@GCF_024178165.1,Sec/SPI,0.954932,34-35,0.895875
WP_253737931.1@GCF_024178165.1,Tat/SPII,0.997901,33-34,0.833986
WP_253737937.1@GCF_024178165.1,Sec/SPI,0.998973,27-28,0.977998
WP_253737987.1@GCF_024178165.1,Sec/SPII,1.000080,19-20,0.995287
WP_253737990.1@GCF_024178165.1,Sec/SPI,0.998492,26-27,0.971706
WP_253738000.1@GCF_024178165.1,Sec/SPI,0.992958,26-27,0.890831
WP_253738065.1@GCF_024178165.1,Tat/SPII,0.980669,24-25,0.828824
WP_253738078.1@GCF_024178165.1,Tat/SPI,0.999982,29-30,0.925873
WP_253738157.1@GCF_024178165.1,Tat/SPII,0.993122,20-21,0.842495
WP_253738166.1@GCF_024178165.1,Tat/SPII,0.999259,29-30,0.850353
WP_253738170.1@GCF_024178165.1,Tat/SPII,0.999769,29-30,0.818781
WP_253738204.1@GCF_024178165.1,Tat/SPII,0.910120,20-21,0.779109
WP_253738263.1@GCF_024178165.1,Sec/SPI,0.492068,41-42,0.287102
WP_253738279.1@GCF_024178165.1,Tat/SPI,0.999969,37-38,0.905156
WP_253738294.1@GCF_024178165.1,Tat/SPII,0.937457,24-25,0.793230
WP_253738319.1@GCF_024178165.1,Tat/SPI,0.989584,43-44,0.646373
WP_253738354.1@GCF_024178165.1,Sec/SPI,0.677175,27-28,0.447849
WP_253738386.1@GCF_024178165.1,Tat/SPI,0.993533,28-29,0.464525
WP_253738388.1@GCF_024178165.1,Sec/SPI,0.996691,31-32,0.888923
WP_253738426.1@GCF_024178165.1,Tat/SPII,0.999887,24-25,0.834283
WP_253738478.1@GCF_024178165.1,Sec/SPI,0.999133,23-24,0.986225
WP_253738492.1@GCF_024178165.1,Tat/SPII,0.993503,25-26,0.842099
WP_253738494.1@GCF_024178165.1,Sec/SPII,1.000055,20-21,0.986767
WP_253738505.1@GCF_024178165.1,Tat/SPII,0.994869,24-25,0.837420
WP_253738561.1@GCF_024178165.1,Sec/SPI,0.998325,29-30,0.972656
WP_253738572.1@GCF_024178165.1,Tat/SPII,0.567560,20-21,0.478988
WP_253738601.1@GCF_024178165.1,Sec/SPII,0.857076,18-19,0.837566
WP_253738608.1@GCF_024178165.1,Sec/SPII,0.555213,14-15,0.503607
WP_253738641.1@GCF_024178165.1,Tat/SPII,0.976556,22-23,0.838489
WP_253738658.1@GCF_024178165.1,Tat/SPII,0.999712,27-28,0.833781
WP_253738660.1@GCF_024178165.1,Tat/SPI,0.992076,37-38,0.484551
WP_253738666.1@GCF_024178165.1,Sec/SPI,0.417847,28-29,0.363610
WP_253738695.1@GCF_024178165.1,Tat/SPII,0.999391,24-25,0.844542
WP_253738706.1@GCF_024178165.1,Tat/SPII,0.968313,22-23,0.809057
WP_253738742.1@GCF_024178165.1,Tat/SPII,0.441618,20-21,0.371663
WP_253738770.1@GCF_024178165.1,Sec/SPII,0.638145,23-24,0.578660
WP_253738772.1@GCF_024178165.1,Tat/SPII,0.999123,29-30,0.848406
WP_253738773.1@GCF_024178165.1,Tat/SPII,0.999050,24-25,0.825810
WP_253738789.1@GCF_024178165.1,Tat/SPII,0.999785,29-30,0.842259
WP_253738808.1@GCF_024178165.1,Sec/SPI,0.774365,30-31,0.661056
WP_253738814.1@GCF_024178165.1,Sec/SPIII,0.510436,13-14,0.290890
WP_253738828.1@GCF_024178165.1,Tat/SPII,0.993497,26-27,0.832265
WP_253738846.1@GCF_024178165.1,Tat/SPII,0.999305,23-24,0.843992
WP_253738855.1@GCF_024178165.1,Sec/SPI,0.791355,27-28,0.779945
WP_253738866.1@GCF_024178165.1,Tat/SPII,0.999671,24-25,0.854267
WP_253738871.1@GCF_024178165.1,Tat/SPII,0.999867,23-24,0.853249
WP_253738883.1@GCF_024178165.1,Sec/SPII,0.565481,19-20,0.553264
WP_253738888.1@GCF_024178165.1,Tat/SPII,0.947988,23-24,0.785902
WP_253738907.1@GCF_024178165.1,Sec/SPI,0.565749,34-35,0.442223
WP_253738913.1@GCF_024178165.1,Sec/SPI,0.915244,31-32,0.863456
WP_253738983.1@GCF_024178165.1,Sec/SPI,0.932804,35-36,0.862758
WP_253738984.1@GCF_024178165.1,Sec/SPI,0.940290,31-32,0.843312
WP_253738986.1@GCF_024178165.1,Sec/SPI,0.987925,25-26,0.662070
WP_253738999.1@GCF_024178165.1,Tat/SPI,0.790124,30-31,0.676662
WP_253739023.1@GCF_024178165.1,Sec/SPI,0.999121,29-30,0.972700
WP_253739024.1@GCF_024178165.1,Sec/SPI,0.999159,26-27,0.930681
WP_253739036.1@GCF_024178165.1,Sec/SPI,0.893981,42-43,0.828466
WP_253739037.1@GCF_024178165.1,Sec/SPI,0.702987,22-23,0.535797
WP_253739038.1@GCF_024178165.1,Sec/SPI,0.871819,33-34,0.172426
WP_253739070.1@GCF_024178165.1,Tat/SPII,0.998424,20-21,0.849051
WP_253739086.1@GCF_024178165.1,Sec/SPII,1.000066,20-21,0.995978
WP_253739088.1@GCF_024178165.1,Sec/SPI,0.498563,27-28,0.310977
WP_253739093.1@GCF_024178165.1,Tat/SPII,0.999891,29-30,0.826378
WP_253739101.1@GCF_024178165.1,Sec/SPII,0.554067,19-20,0.538719
WP_253739155.1@GCF_024178165.1,Tat/SPII,0.670212,30-31,0.553504
WP_253739161.1@GCF_024178165.1,Tat/SPII,0.987014,28-29,0.835030
WP_253739167.1@GCF_024178165.1,Sec/SPI,0.941461,20-21,0.909868
WP_253739172.1@GCF_024178165.1,Tat/SPII,0.551038,19-20,0.459215
WP_253739182.1@GCF_024178165.1,Sec/SPI,0.998088,28-29,0.913767
WP_256488511.1@GCF_024178165.1,Tat/SPII,0.999875,23-24,0.855429
WP_256488535.1@GCF_024178165.1,Sec/SPI,0.907071,32-33,0.757592
WP_256488558.1@GCF_024178165.1,Sec/SPI,0.997567,21-22,0.964247
WP_256488617.1@GCF_024178165.1,Tat/SPI,0.999785,41-42,0.862179
WP_256488697.1@GCF_024178165.1,Tat/SPII,0.998103,22-23,0.845739
WP_256488708.1@GCF_024178165.1,Sec/SPII,0.632102,22-23,0.616347
WP_256488756.1@GCF_024178165.1,Sec/SPI,0.745267,21-22,0.447890
WP_256488764.1@GCF_024178165.1,Sec/SPII,0.947098,15-16,0.917829
WP_254155657.1@GCF_024204665.1,Tat/SPI,0.999991,31-32,0.779377
WP_254155669.1@GCF_024204665.1,Sec/SPI,0.995083,26-27,0.949066
WP_254155673.1@GCF_024204665.1,Tat/SPI,0.995321,34-35,0.573122
WP_254155675.1@GCF_024204665.1,Tat/SPI,0.998758,35-36,0.465505
WP_254155677.1@GCF_024204665.1,Tat/SPI,0.999998,34-35,0.899656
WP_254155681.1@GCF_024204665.1,Sec/SPI,0.532961,22-23,0.469539
WP_254155687.1@GCF_024204665.1,Sec/SPI,0.995573,23-24,0.914074
WP_254155693.1@GCF_024204665.1,Tat/SPI,0.999721,32-33,0.906096
WP_254155735.1@GCF_024204665.1,Tat/SPII,0.883008,27-28,0.735556
WP_254155774.1@GCF_024204665.1,Tat/SPII,0.987157,28-29,0.819838
WP_254155784.1@GCF_024204665.1,Sec/SPI,0.532314,32-33,0.573858
WP_254155786.1@GCF_024204665.1,Sec/SPI,0.988838,28-29,0.902694
WP_254155813.1@GCF_024204665.1,Tat/SPI,0.979031,53-54,0.874731
WP_254155816.1@GCF_024204665.1,Tat/SPI,0.964870,51-52,0.448797
WP_254155858.1@GCF_024204665.1,Tat/SPI,0.999998,29-30,0.925865
WP_254155861.1@GCF_024204665.1,Sec/SPI,0.590977,28-29,0.302286
WP_254155931.1@GCF_024204665.1,Tat/SPI,0.829691,32-33,0.533492
WP_254155940.1@GCF_024204665.1,Tat/SPI,0.999972,30-31,0.932664
WP_254155971.1@GCF_024204665.1,Tat/SPI,0.989299,40-41,0.877314
WP_254155979.1@GCF_024204665.1,Tat/SPII,0.998387,27-28,0.829325
WP_254155985.1@GCF_024204665.1,Tat/SPII,0.997850,28-29,0.837492
WP_254156001.1@GCF_024204665.1,Tat/SPI,0.942623,39-40,0.843348
WP_254156026.1@GCF_024204665.1,Tat/SPII,0.999501,25-26,0.847771
WP_254156030.1@GCF_024204665.1,Tat/SPII,0.945441,26-27,0.798358
WP_254156068.1@GCF_024204665.1,Tat/SPI,0.999497,32-33,0.914430
WP_254156073.1@GCF_024204665.1,Tat/SPII,0.694622,34-35,0.585268
WP_254156094.1@GCF_024204665.1,Tat/SPI,0.803546,33-34,0.447579
WP_254156112.1@GCF_024204665.1,Tat/SPI,0.997453,31-32,0.784834
WP_254156140.1@GCF_024204665.1,Sec/SPI,0.671017,25-26,0.768267
WP_254156150.1@GCF_024204665.1,Sec/SPI,0.998979,20-21,0.944184
WP_254156163.1@GCF_024204665.1,Sec/SPI,0.890867,28-29,0.825778
WP_254156185.1@GCF_024204665.1,Tat/SPII,0.998318,21-22,0.830997
WP_254156188.1@GCF_024204665.1,Tat/SPI,0.999995,26-27,0.919635
WP_254156219.1@GCF_024204665.1,Tat/SPI,0.998278,33-34,0.864049
WP_254156267.1@GCF_024204665.1,Tat/SPII,0.688044,36-37,0.559954
WP_254156286.1@GCF_024204665.1,Tat/SPI,0.949207,33-34,0.800182
WP_254156307.1@GCF_024204665.1,Tat/SPII,0.985403,25-26,0.843493
WP_254156316.1@GCF_024204665.1,Tat/SPII,0.988102,25-26,0.826572
WP_254156327.1@GCF_024204665.1,Tat/SPII,0.815462,20-21,0.686531
WP_254156328.1@GCF_024204665.1,Tat/SPII,0.715017,20-21,0.598609
WP_254156351.1@GCF_024204665.1,Tat/SPII,0.994084,22-23,0.841534
WP_254156395.1@GCF_024204665.1,Tat/SPII,0.734077,36-37,0.611829
WP_254156403.1@GCF_024204665.1,Tat/SPI,0.943465,56-57,0.827768
WP_254156415.1@GCF_024204665.1,Tat/SPI,0.907625,66-67,0.816597
WP_254156432.1@GCF_024204665.1,Tat/SPI,0.923825,46-47,0.810307
WP_254156433.1@GCF_024204665.1,Tat/SPI,0.996870,41-42,0.851946
WP_254156474.1@GCF_024204665.1,Tat/SPI,0.978047,60-61,0.856488
WP_254156476.1@GCF_024204665.1,Tat/SPII,0.870564,19-20,0.718899
WP_254156547.1@GCF_024204665.1,Sec/SPII,1.000062,21-22,0.982627
WP_254156631.1@GCF_024204665.1,Tat/SPII,0.928403,32-33,0.765626
WP_254156634.1@GCF_024204665.1,Tat/SPII,0.993605,32-33,0.841002
WP_254156647.1@GCF_024204665.1,Tat/SPII,0.969214,40-41,0.812599
WP_254156662.1@GCF_024204665.1,Tat/SPII,0.998616,27-28,0.852362
WP_254156672.1@GCF_024204665.1,Tat/SPII,0.541607,36-37,0.435342
WP_254156681.1@GCF_024204665.1,Tat/SPI,0.998381,44-45,0.891511
WP_254156684.1@GCF_024204665.1,Tat/SPII,0.918991,27-28,0.825709
WP_254156746.1@GCF_024204665.1,Tat/SPI,0.958285,61-62,0.852199
WP_254156748.1@GCF_024204665.1,Tat/SPII,0.626815,31-32,0.523614
WP_254156767.1@GCF_024204665.1,Sec/SPI,0.998991,22-23,0.976403
WP_254156780.1@GCF_024204665.1,Sec/SPI,0.664633,43-44,0.568083
WP_254156782.1@GCF_024204665.1,Tat/SPI,0.999835,26-27,0.913544
