query_organism,query_accession,query_protein_id,query_pfam_domain,query_start,query_end,target_accession,target_protein_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_organism_name,rank_sequence,rank_structure,average_rank
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_001513185.1,LFST01000051.1_104,Bacteria,Bacillota_E,DTU015,DTU015,DTU015,DTU015,DTU015 sp001513185,Clostridia bacterium DTU015,583,625,604
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_016908595.1,WP_204695543.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Geomicrobium_A,Geomicrobium_A sediminis,Geomicrobium sediminis,595,615,605
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_016793095.1,MBL8924478.1,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,JAEUJQ01,JAEUJQ01 sp016793095,Myxococcaceae bacterium,769,442,605.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_020024105.1,JAHHUH010000001.1_86,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,JAHHUH01,JAHHUH01 sp020024105,Phascolarctobacterium sp.,625,594,609.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_003558435.1,PWLR01000253.1_9,Bacteria,Actinomycetota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,PWLR01,PWLR01 sp003558435,Nitriliruptoraceae bacterium,828,413,620.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_012970285.1,EZH66265.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Geomicrobium_A,Geomicrobium_A sp012970285,Bacillaceae bacterium JMAK1,318,925,621.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_001611555.1,WP_066238656.1,Bacteria,Bacillota_C,Negativicutes,Sporomusales_A,Acetonemaceae,Anaerosporomusa,Anaerosporomusa subterranea,Anaerosporomusa subterranea,980,270,625
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_018434355.1,JAHDPL010000007.1_132,Bacteria,Bacillota_C,Negativicutes,UBA1444,UBA1444,UBA1444,UBA1444 sp018434355,Sporomusaceae bacterium,688,572,630
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_016406125.1,WP_198850449.1,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,SO9,SO9 sp016406125,Alicyclobacillus sp. SO9,754,506,630
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_019798055.1,WP_238443013.1,Bacteria,Actinomycetota,Actinomycetia,Nitriliruptorales,Nitriliruptoraceae,Salsipaludibacter,Salsipaludibacter albus,Salsipaludibacter albus,793,479,636
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_000420725.1,WP_022793264.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Marinococcus,Marinococcus halotolerans,Marinococcus halotolerans DSM 16375,674,607,640.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_014648875.1,WP_150196667.1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces parvus,Streptomyces parvus,930,378,654
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_009765375.1,WP_158735538.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Alteribacillus,Alteribacillus sp009765375,Alteribacillus sp. YIM 98480,920,419,669.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_019113825.1,HIW62027.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia excrementipullorum,Candidatus Stackebrandtia excrementipullorum,790,552,671
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_012517995.1,NLI58055.1,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,Acetivibrionaceae,Herbivorax,Herbivorax sp012517995,Clostridium sp.,864,485,674.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_928721915.1,CAKMVZ010000004.1_91,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Scatovivens,Scatovivens sp928721915,uncultured Clostridia bacterium,990,364,677
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_019113825.1,HIW61916.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Stackebrandtia,Stackebrandtia excrementipullorum,Candidatus Stackebrandtia excrementipullorum,929,430,679.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_012719555.1,NLU44257.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,JAAYAE01,JAAYAE01 sp012719555,Acholeplasmataceae bacterium,850,568,709
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_001317355.1,WP_054873791.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Oxobacteraceae,Oxobacter,Oxobacter pfennigii,Oxobacter pfennigii,958,466,712
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_021797825.1,JAJZZA010000057.1_12,Bacteria,Bacillota_E,Sulfobacillia,Sulfobacillales,Sulfobacillaceae,JAJZZA01,JAJZZA01 sp021797825,Firmicutes bacterium,945,483,714
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_002435915.1,DIWY01000004.1_644,Bacteria,Bacillota_A,Clostridia,Christensenellales,UBA6094,UBA6094,UBA6094 sp002435915,Christensenella sp. UBA6094,972,476,724
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_004343605.1,WP_119775463.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,Dehalobacter sp004343605,Dehalobacter sp. 12DCB1,741,720,730.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_012837895.1,HHT85102.1,Bacteria,Bacillota_E,DTU015,DTU015,DTU015,DTU015,DTU015 sp012837895,Firmicutes bacterium,866,624,745
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_900542835.1,UQPB01000002.1_4,Bacteria,Bacillota_C,Negativicutes,Sporomusales_A,Acetonemaceae,Anaerosporomusa,Anaerosporomusa sp900542835,uncultured Pelosinus sp.,877,616,746.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_001039475.1,WP_053216156.1,Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A macyae,Alkalihalobacillus macyae,890,663,776.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_002109385.1,WP_066157560.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Bacillaceae_D,Halalkalibacter,Halalkalibacter krulwichiae,Alkalihalobacillus krulwichiae,837,768,802.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_012520055.1,NLL02478.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,DUUS01,DUUS01 sp012520055,Mollicutes bacterium,855,769,812
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_009696675.1,WP_229778514.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp000437815,Acidaminococcus fermentans,883,752,817.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCA_902782895.1,CACZPA010000171.1_2,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Bianqueaceae,RUG12817,RUG12817 sp902782895,uncultured Eubacteriales bacterium,973,688,830.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_014384805.1,WP_249280007.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Guopingia,Guopingia tenuis,Guopingia tenuis,893,848,870.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,197,254,GCF_002763455.1,WP_100013142.1,Bacteria,Bacillota,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus_A,Lentibacillus_A sediminis,Lentibacillus sediminis,936,862,899
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000283335.1,WP_157572895.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum,Halogranum salarium B-1,1,1,1
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000283335.1,WP_009365375.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum rubrum,Halogranum salarium B-1,2,2,2
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_023074835.1,WP_247418429.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina salina,Halomarina salina,3,6,4.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900156425.1,WP_076427578.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,Haladaptatus litoreus,8,3,5.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020700235.1,WP_265338400.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus,Haladaptatus pallidirubidus,7,4,5.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_009791395.1,WP_158204996.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomarina,Halomarina oriensis,Halomarina oriensis,5,9,7
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000710615.1,WP_049971528.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,Haladaptatus cibarius D43,11,5,8
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000710615.1,WP_158413663.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,Haladaptatus cibarius D43,6,10,8
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020618475.1,WP_255766967.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp020618475,Haladaptatus sp. PSR5,10,7,8.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900156425.1,WP_175609653.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,Haladaptatus litoreus,12,8,10
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_002844195.1,WP_143423131.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halegenticoccus,Halegenticoccus soli,Halegenticoccus soli,13,11,12
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020700235.1,WP_227776313.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus pallidirubidus,Haladaptatus pallidirubidus,15,16,15.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_024138125.1,WP_253479304.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus sp024138125,Halorussus sp. YCN54,20,12,16
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000710615.1,WP_049969648.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,Haladaptatus cibarius D43,22,14,18
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900156425.1,WP_076430381.1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus litoreus,Haladaptatus litoreus,19,18,18.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_017355265.1,WP_207474947.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Aestuariimicrobium sp017355265,Tessaracoccus sp. SD287,31,29,30
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_024623185.1,WP_257480949.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis sp900549875,Anaerofustis stercorihominis,41,26,33.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016888005.1,WP_204136195.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Phycicoccus,Phycicoccus sp016888005,Phycicoccus sp. CSK15P-2,28,43,35.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_019240175.1,MBV9787009.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,LB3-1,LB3-1 sp019240175,Chloroflexi bacterium,52,25,38.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_000526415.1,JAGA01000001.1_355,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,JKG1,JKG1 sp000526415,bacterium JKG1,51,36,43.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016587375.1,WP_201368623.1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter robiniae,Ktedonobacter robiniae,27,61,44
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_002070605.1,OQB68071.1,Bacteria,Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,MWDO01,MWDO01 sp002070605,Spirochaetes bacterium ADurb.Bin133,76,15,45.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016887965.1,WP_204130106.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Phycicoccus,Phycicoccus sp016887965,Phycicoccus sp. MQZ13P-5,71,22,46.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_006740705.1,WP_142090503.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Salicibibacter,Salicibibacter halophilus,Salicibibacter halophilus,47,63,55
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_008974265.1,WP_233097666.1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter vulcani,Dictyobacter vulcani,78,59,68.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_002075285.3,WP_202978936.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Halomicronema_B,Halomicronema_B hongdechloris,Halomicronema hongdechloris C2206,94,52,73
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_904397185.1,CAJFOL010000092.1_3,Bacteria,Bacillota_A,Clostridia,Christensenellales,UBA1242,Caccovivens,Caccovivens sp904397185,uncultured Clostridia bacterium,96,55,75.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003336365.1,WP_114374081.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Salicibibacter,Salicibibacter kimchii,Salicibibacter kimchii,112,39,75.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_004341035.1,WP_132744201.1,Bacteria,Bacillota,Bacilli,Bacillales_K,Sporolactobacillaceae,Scopulibacillus,Scopulibacillus darangshiensis,Scopulibacillus darangshiensis,122,37,79.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_001829125.1,OHD14707.1,Bacteria,Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,GWC1-27-15,GWC1-27-15 sp001829125,Spirochaetes bacterium GWB1_27_13,145,20,82.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_012518075.1,NLI61483.1,Bacteria,Bacillota_A,Clostridia,Caldicoprobacterales,UBA3941,JAAYTG01,JAAYTG01 sp012518075,Clostridiales bacterium,158,19,88.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014207655.1,WP_184403661.1,Bacteria,Bacillota,Bacilli,Bacillales_H,Marinococcaceae,Geomicrobium,Geomicrobium halophilum,Geomicrobium halophilum,113,64,88.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_013298595.1,JAAFIG010000054.1_5,Bacteria,Deinococcota,Deinococci,Deinococcales,JAAFIG01,JAAFIG01,JAAFIG01 sp013298595,Deinococcales bacterium,79,117,98
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020991365.1,WP_230647374.1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces_D,Streptomyces_D sp020991365,Streptacidiphilus sp. ASG 303,77,127,102
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_006716095.1,WP_142004143.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Barrientosiimonas,Barrientosiimonas humi,Barrientosiimonas humi,136,72,104
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001956915.1,WP_083707311.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Monashia,Monashia flava,Intrasporangium flavum,175,38,106.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_002250565.1,WP_094456106.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Parenemella,Parenemella sanctibonifatiensis,Parenemella sanctibonifatiensis,114,113,113.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001429185.1,WP_056827348.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Terrabacter,Terrabacter sp001429185,Terrabacter sp. Root85,173,57,115
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014831675.1,WP_191762022.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Komarekiella,Komarekiella sp014831675,Komarekiella sp. 'clone 1',142,89,115.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016587415.1,WP_201385318.1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter sp016587415,Ktedonobacter sp. SOSP1-85,29,204,116.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_020025075.1,JAHHSR010000023.1_4,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,JAHHSR01,JAHHSR01 sp020025075,Pectinatus sp.,128,107,117.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017998755.1,MBP7552704.1,Bacteria,Spirochaetota,GWE2-31-10,GWE2-31-10,GWE2-31-10,MWDO01,MWDO01 sp017998755,Spirochaetes bacterium,227,23,125
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_019359395.1,MBW4690089.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Komarekiella,Komarekiella atlantica,Komarekiella atlantica HA4396-MV6,141,112,126.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000166415.1,WP_013406021.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium hydrogeniformans,Halanaerobium hydrogeniformans,230,24,127
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000717135.1,WP_033342742.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Catenuloplanes,Catenuloplanes japonicus,Catenuloplanes japonicus,223,47,135
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000717135.1,WP_033342086.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Catenuloplanes,Catenuloplanes japonicus,Catenuloplanes japonicus,180,91,135.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016786355.1,WP_238434982.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,Frankia sp016786355,Frankia sp. AgB1.9,216,56,136
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014203735.1,WP_221463286.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,Actinophytocola algeriensis,Actinophytocola algeriensis,159,114,136.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023399095.1,JAEWQS010000151.1_22,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023399095,Firmicutes bacterium,146,197,171.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003967515.1,WP_126594660.1,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Dictyobacter,Dictyobacter aurantiacus,Dictyobacter aurantiacus,57,302,179.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_014202425.1,WP_184792637.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Phytomonospora,Phytomonospora endophytica,Phytomonospora endophytica,127,234,180.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_900167085.1,WP_078788045.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_Q,Eubacterium_Q ruminantium,Eubacterium ruminantium,247,131,189
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001921215.1,WP_211288580.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinophytocola,Actinophytocola xinjiangensis,Actinophytocola xinjiangensis,239,141,190
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017462755.1,MBQ9120513.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,RGIG4057,RGIG4057 sp017462755,Lachnospiraceae bacterium,288,102,195
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_020165985.1,WP_224596529.1,Bacteria,Bacillota,Bacilli,Bacillales_G,HB172195,Anaerobacillus_A,Anaerobacillus_A sp020165985,Bacillus sp. RAR_GA_16,228,167,197.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023389275.1,JAEWEN010000029.1_6,Bacteria,Bacillota_A,Clostridia,Clostridiales,Caloramatoraceae,Clostridium_AB,Clostridium_AB sp023389275,Firmicutes bacterium,242,161,201.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_016786325.1,WP_203000877.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,Frankia sp016786325,Frankia sp. CN7,394,17,205.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_012911975.1,WP_169613543.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Nodosilinea,Nodosilinea sp003564835,Nodosilinea sp. P-1105,344,74,209
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_018729555.1,MBT9259099.1,Bacteria,Bacillota_E,RBS10-35,RBS10-35,RBS10-35,RBS10-35,RBS10-35 sp018729555,Clostridiales bacterium,415,13,214
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023397655.1,JAEWTW010000057.1_34,Bacteria,Bacillota_A,Clostridia,Christensenellales,SZUA-584,SZUA-584,SZUA-584 sp023397655,Firmicutes bacterium,206,251,228.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_902781305.1,CACZIV010000023.1_12,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas_A,Selenomonas_A ruminantium_K,Selenomonas ruminantium,372,86,229
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_001548375.1,WP_193789881.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus,Trichormus sp001548375,Nostoc sp. NIES-3756,431,40,235.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_000717645.1,WP_030119021.1,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces californicus,Streptomyces californicus,174,299,236.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_023265045.1,JAHFUQ010000002.1_56,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,AC-14,JAHFUQ01,JAHFUQ01 sp023265045,Acidimicrobiia bacterium,272,219,245.5
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCF_003344635.1,WP_114560189.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Desertihabitans,Desertihabitans aurantiacus,Desertihabitans aurantiacus,408,88,248
Halogranum salarium B-1,GCF_000283335.1,WP_157572895.1,PG_binding_1,270,321,GCA_017409065.1,MBQ2870306.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,RGIG2134,RGIG2134 sp017409065,bacterium,350,163,256.5
