assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species
GCF_000337575.1,WP_006652874.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis
GCF_000337575.1,WP_006652874.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis
GCF_000337575.1,WP_006653063.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba hulunbeirensis
GCF_000337615.1,WP_006187166.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum
GCF_000337835.1,WP_007276295.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sulfurifontis
GCF_000337895.1,WP_006673580.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halobiforma,Halobiforma nitratireducens
GCF_000337915.1,WP_004045887.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum saccharovorum
GCF_000376445.1,WP_007976937.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus
GCF_000376445.1,WP_007976937.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus
GCF_000376445.1,WP_018128768.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus paucihalophilus
GCF_000379085.1,WP_018259002.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium katesii
GCF_000383975.1,WP_006091140.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum tibetense
GCF_000455365.1,WP_049923821.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halopiger_B,Halopiger_B djelfimassiliensis
GCF_000517625.1,WP_169732159.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola larsenii
GCF_000517625.1,WP_169732159.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola larsenii
GCF_000585495.1,WP_042691854.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus nautili
GCF_000591035.1,WP_022541619.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,Aeropyrum,Aeropyrum camini
GCF_000632495.1,WP_048100695.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus copahuensis
GCF_000698785.1,WP_075054395.1,PF01476.23,LysM,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis
GCF_000710615.1,WP_049969648.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000710615.1,WP_049969681.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000710615.1,WP_049969681.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000710615.1,WP_049970008.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000710615.1,WP_049971528.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000710615.1,WP_158413663.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
GCF_000731985.1,WP_006187166.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema altunense
GCF_000739555.1,WP_049980518.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina rubra
GCF_000739555.1,WP_049980518.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina rubra
GCF_000739555.1,WP_049981602.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina rubra
GCF_000744455.1,WP_052374034.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp000744455
GCF_000744455.1,WP_052374252.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp000744455
GCF_000745485.1,WP_052375818.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum
GCF_000745485.1,WP_052375818.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum
GCF_000745485.1,WP_169740455.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum
GCF_000755245.1,WP_049996690.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sediminicola
GCF_000755245.1,WP_079977650.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sediminicola
GCF_000755245.1,WP_079977650.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus sediminicola
GCF_000784355.1,WP_052418600.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Methanolacinia paynteri
GCF_000969885.1,WP_048166978.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina thermophila
GCF_000969905.1,WP_048121884.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina vacuolata
GCF_000969965.1,WP_048129056.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp000969965
GCF_000969965.1,WP_231585372.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp000969965
GCF_000970025.1,WP_048121136.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina barkeri
GCF_000970085.1,WP_048170737.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina siciliae
GCF_000970205.1,WP_015412357.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei
GCF_000970285.1,WP_048139396.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina horonobensis
GCF_000970285.1,WP_048141420.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina horonobensis
GCF_001011115.1,WP_050048591.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens
GCF_001282785.1,WP_053948757.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina sediminis
GCF_001307315.1,WP_054584469.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina pelagica_B
GCF_001316005.1,WP_054842483.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta distributa_B
GCF_001316245.1,WP_252900996.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta sp001316245
GCF_001316285.1,WP_243668691.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Vulcanisaeta,Vulcanisaeta sp001316285
GCF_001316325.1,WP_048073207.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
GCF_001316325.1,WP_048073210.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
GCF_001316325.1,WP_048073210.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
GCF_001316325.1,WP_243686964.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum
GCF_001368915.1,WP_089780802.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax massiliensis
GCF_001469875.2,WP_058566050.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax marisrubri
GCF_001469955.1,WP_082230535.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus marisrubri
GCF_001469955.1,WP_082230535.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloprofundus,Haloprofundus marisrubri
GCF_001482285.1,WP_058826222.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax sp001482285
GCF_001485535.1,WP_058983508.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium sp001485535
GCF_001488575.1,WP_059057086.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium hubeiense
GCF_001577775.1,WP_153012540.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus kukulkanii
GCF_001592435.1,WP_062387966.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus peptonophilus
GCF_001625445.1,WP_066142501.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445
GCF_001625445.1,WP_082837718.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445
GCF_001625445.1,WP_082837718.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445
GCF_001625445.1,WP_223302091.1,PF07653.20,SH3_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445
GCF_001625445.1,WP_223302091.1,PF00018.31,SH3_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus sp001625445
GCF_001639265.1,WP_066970479.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_D,Methanobrevibacter_D filiformis
GCF_001639265.1,WP_066970496.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_D,Methanobrevibacter_D filiformis
GCF_001639285.1,WP_067257166.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C cuticularis
GCF_001639285.1,WP_067258440.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C cuticularis
GCF_001639285.1,WP_067258942.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C cuticularis
GCF_001639285.1,WP_084270687.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C cuticularis
GCF_001639295.1,WP_067089890.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_D,Methanobrevibacter_D curvatus
GCF_001719125.1,WP_069284666.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus sp001719125
GCF_001729965.1,WP_069592866.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp001729965
GCF_001861355.1,WP_071400066.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba sp001861355
GCF_001861355.1,WP_071401031.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba sp001861355
GCF_001861355.1,WP_071401031.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba sp001861355
GCF_002072215.1,WP_080460395.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus
GCF_002072215.1,WP_080460467.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus
GCF_002072215.1,WP_080460483.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus
GCF_002072215.1,WP_158082516.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus
GCF_002114285.1,WP_049929449.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum ezzemoulense
GCF_002156705.1,WP_086887387.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,Natrarchaeobaculum aegyptiacum
GCF_002214365.1,WP_088862849.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus celer
GCF_002214465.1,WP_088865163.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus barossii
GCF_002214545.1,WP_055430188.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus thioreducens
GCF_002214605.1,WP_068577669.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus chitonophagus
GCF_002252755.1,WP_094589992.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp002252755
GCF_002286985.1,WP_095635832.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum salipaludis
GCF_002287175.1,WP_069582243.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D bryantii
GCF_002287175.1,WP_069582243.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D bryantii
GCF_002287175.1,WP_069583109.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D bryantii
GCF_002287175.1,WP_069584300.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D bryantii
GCF_002487355.1,WP_097297367.1,PF01476.23,LysM,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp002487355
GCF_002487355.1,WP_097297713.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens sp002487355
GCF_002494345.1,WP_097381165.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema ejinorense
GCF_002813695.1,WP_100909073.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002813695.1,WP_232727971.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002813695.1,WP_232727971.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002813695.1,WP_232728026.1,PF08823.14,PG_binding_2,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002813695.1,WP_232728026.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002813695.1,WP_236951022.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium subterraneum
GCF_002844195.1,WP_101297880.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halegenticoccus,Halegenticoccus soli
GCF_002844195.1,WP_143423131.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halegenticoccus,Halegenticoccus soli
GCF_002952775.1,WP_119819584.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum desulfuricum
GCF_003149675.1,WP_095608011.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera cuniculi
GCF_003149675.1,WP_095608025.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera cuniculi
GCF_003149675.1,WP_095608514.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera cuniculi
GCF_003149675.1,WP_095608516.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera cuniculi
GCF_003149675.1,WP_170104103.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera cuniculi
GCF_003201675.2,WP_054837268.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera hakonensis
GCF_003201765.2,WP_110379019.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus sulfidivorans
GCF_003342675.1,WP_157969502.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus rubicundus
GCF_003351865.1,WP_148120055.1,PF04122.15,CW_binding_2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus,Methanofervidicoccus sp003351865
GCF_003369835.1,WP_115798308.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus rarus
GCF_003814835.1,WP_123833455.1,PF01471.21,PG_binding_1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A gottschalkii
GCF_003841485.1,WP_124179205.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,Natrarchaeobius halalkaliphilus
GCF_003947435.1,WP_125671653.1,PF12913.10,SH3_6,Archaea,Thermoproteota,Korarchaeia,Korarchaeales,Korarchaeaceae,Methanodesulfokores,Methanodesulfokores washburnensis
GCF_003967175.1,WP_126449793.1,PF08823.14,PG_binding_2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Sulfodiicoccus,Sulfodiicoccus acidiphilus
GCF_003990725.2,WP_127117437.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003990725
GCF_004116405.1,WP_129116491.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halegenticoccus,Halegenticoccus tardaugens
GCF_004143485.2,WP_132057489.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus
GCF_004143485.2,WP_132058852.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus
GCF_004143485.2,WP_132058852.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus
GCF_004143485.2,WP_132059583.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus
GCF_004143485.2,WP_162224537.1,PF01471.21,PG_binding_1,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus amylolyticus
GCF_004681185.1,WP_134671639.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,Halomicroarcula amylolytica
GCF_004698125.1,WP_135366633.1,PF04122.15,CW_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halosimplex,Halosimplex halophilum
GCF_004765785.1,WP_135824323.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber
GCF_004765785.1,WP_135824401.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber
GCF_004765785.1,WP_135825521.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus ruber
GCF_004765795.1,WP_135806479.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus marinus
GCF_004765795.1,WP_135806479.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus marinus
GCF_004765795.1,WP_135806986.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus marinus
GCF_004765815.2,WP_135852872.1,PF08823.14,PG_binding_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus salinus
GCF_004765815.2,WP_135855358.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus salinus
GCF_004765815.2,WP_162224115.1,PF08239.14,SH3_3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus salinus
GCF_004765815.2,WP_162224115.1,PF18348.4,SH3_16,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Halorussus,Halorussus salinus
GCF_004799665.1,WP_049995165.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum
GCF_006543045.1,WP_141464703.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Salinadaptatus,Salinadaptatus halalkaliphilus
GCF_007004735.1,WP_142860832.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum halophilum
GCF_007004735.1,WP_142861188.1,PF01476.23,LysM,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Salinigranum,Salinigranum halophilum
GCF_008000775.1,WP_147662738.1,PF08823.14,PG_binding_2,Archaea,Asgardarchaeota,Lokiarchaeia,CR-4,MK-D1,Prometheoarchaeum,Prometheoarchaeum syntrophicum
