query,target,pfam_domain,domain_type,normalized_score,rank
YP_008770531.1@NC_022764$Peptidase_M15_4:71-135,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,52.53,4
YP_008770531.1@NC_022764$VanY:18-121,WP_034652758.1@GCF_000832985.1,VanY,catalytic,44.5,2
YP_008770590.1@NC_022765$Amidase_3:3-181,WP_003211781.1@GCF_900186955.1,Amidase_3,catalytic,34.45,229
YP_008770590.1@NC_022765$LysM:208-251,WP_157733346.1@GCF_900186955.1,LysM,cell wall binding,44.42,451
YP_008770590.1@NC_022765$LysM:260-303,WP_065098947.1@GCF_900186955.1,LysM,cell wall binding,36.47,1911
YP_008770668.1@NC_022766$Amidase_3:3-181,WP_003211781.1@GCF_900186955.1,Amidase_3,catalytic,36.14,126
YP_008770668.1@NC_022766$LysM:208-251,WP_065098947.1@GCF_900186955.1,LysM,cell wall binding,40.66,1268
YP_008770668.1@NC_022766$LysM:256-299,WP_003215781.1@GCF_900186955.1,LysM,cell wall binding,39.86,1527
YP_008771342.1@NC_022770$Peptidase_M15_4:71-135,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,52.53,4
YP_008771342.1@NC_022770$VanY:18-121,WP_034652758.1@GCF_000832985.1,VanY,catalytic,44.5,2
YP_008771857.1@NC_022773$Amidase_3:3-181,WP_003211781.1@GCF_900186955.1,Amidase_3,catalytic,34.28,218
YP_008771857.1@NC_022773$LysM:208-251,WP_065098947.1@GCF_900186955.1,LysM,cell wall binding,43.51,742
YP_008771857.1@NC_022773$LysM:256-299,WP_065098947.1@GCF_900186955.1,LysM,cell wall binding,35.81,2655
YP_009002817.1@NC_023499$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,19.64,7
YP_009002894.1@NC_023501$Amidase_2:20-143,WP_015945848.1@GCF_000021305.1,Amidase_2,catalytic,19.82,166
YP_009004305.1@NC_023550$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,23.18,7
YP_009008946.1@NC_023595$Amidase_2:41-176,WP_010816176.1@GCF_000392875.1,Amidase_2,catalytic,33.52,5
YP_009015188.1@NC_023717$Glyco_hydro_108:10-94,WP_007864128.1@GCF_000982825.1,Glyco_hydro_108,catalytic,25.89,337
YP_009015188.1@NC_023717$PG_binding_3:96-182,WP_007864128.1@GCF_000982825.1,PG_binding_3,cell wall binding,39.64,13
YP_009015333.1@NC_023719$Amidase_3:3-179,WP_016764798.1@GCF_000832985.1,Amidase_3,catalytic,19.13,404
YP_009015333.1@NC_023719$LysM:204-247,WP_034650857.1@GCF_000832985.1,LysM,cell wall binding,48.44,458
YP_009015334.1@NC_023719$Amidase_3:3-179,WP_016764798.1@GCF_000832985.1,Amidase_3,catalytic,19.13,404
YP_009015334.1@NC_023719$LysM:204-247,WP_034650857.1@GCF_000832985.1,LysM,cell wall binding,48.44,458
YP_009031336.1@NC_024137$Glyco_hydro_25:4-167,WP_001181414.1@GCF_000021305.1,Glyco_hydro_25,catalytic,13.31,79
YP_009042450.1@NC_024354$Glyco_hydro_108:10-94,WP_007864128.1@GCF_000982825.1,Glyco_hydro_108,catalytic,26.39,331
YP_009042450.1@NC_024354$PG_binding_3:96-182,WP_007864128.1@GCF_000982825.1,PG_binding_3,cell wall binding,40.7,10
YP_009045055.1@NC_024391$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,44.38,3
YP_009099088.1@NC_025423$SH3_3:204-265,WP_000873744.1@GCF_000021305.1,SH3_3,cell wall binding,54.43,2
YP_009103837.1@NC_025465$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,34.29,5
YP_009151490.1@NC_027372$Peptidase_M15_4:78-143,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,48.62,3
YP_009151490.1@NC_027372$VanY:18-131,WP_034652758.1@GCF_000832985.1,VanY,catalytic,34.19,10
YP_009151593.1@NC_027374$PG_binding_1:188-247,WP_034652141.1@GCF_000832985.1,PG_binding_1,cell wall binding,47.85,12
YP_009151593.1@NC_027374$Peptidase_M15_4:74-147,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,38.12,37
YP_009151593.1@NC_027374$VanY:3-142,WP_034652758.1@GCF_000832985.1,VanY,catalytic,18.55,72
YP_009153450.1@NC_027402$Glyco_hydro_108:19-103,NP_459021.1@GCF_000006945.2,Glyco_hydro_108,catalytic,28.91,223
YP_009153450.1@NC_027402$PG_binding_3:105-191,NP_459021.1@GCF_000006945.2,PG_binding_3,cell wall binding,39.88,21
YP_009167791.1@NC_027982$LysM:257-301,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,46.38,364
YP_009167791.1@NC_027982$LysM:324-368,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,54.8,89
YP_009167791.1@NC_027982$LysM:375-417,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,39.58,570
YP_009188860.1@NC_028671$Glyco_hydro_25:28-213,WP_002389028.1@GCF_000392875.1,Glyco_hydro_25,catalytic,93.99,1
YP_009188860.1@NC_028671$LysM:325-369,WP_002389028.1@GCF_000392875.1,LysM,cell wall binding,85.05,1
YP_009188860.1@NC_028671$LysM:376-418,WP_002389028.1@GCF_000392875.1,LysM,cell wall binding,68.16,3
YP_009189529.1@NC_028676$Amidase_2:26-195,WP_018095467.1@GCF_000375585.1,Amidase_2,catalytic,11.51,799
YP_009190005.1@NC_028681$PG_binding_1:367-427,WP_058126874.1@GCF_001457595.1,PG_binding_1,cell wall binding,33.63,13
YP_009191729.1@NC_028700$CHAP:18-110,WP_011285561.1@GCF_002055535.1,CHAP,catalytic,95.18,1
YP_009191729.1@NC_028700$SH3_5:173-238,WP_011285561.1@GCF_002055535.1,SH3_5,cell wall binding,96.44,1
YP_009196941.1@NC_028777$Peptidase_M15_4:83-147,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,51.3,2
YP_009196941.1@NC_028777$VanY:16-126,WP_034652758.1@GCF_000832985.1,VanY,catalytic,26.31,12
YP_009203662.1@NC_028856$PG_binding_1:180-237,WP_034652141.1@GCF_000832985.1,PG_binding_1,cell wall binding,28.34,1418
YP_009203662.1@NC_028856$Peptidase_M15_4:83-147,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,51.3,2
YP_009203662.1@NC_028856$VanY:16-126,WP_034652758.1@GCF_000832985.1,VanY,catalytic,25.95,15
YP_009204280.1@NC_028862$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,44.38,4
YP_009209309.1@NC_028917$CHAP:28-122,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,42.45,4
YP_009210060.1@NC_028926$Peptidase_M15_4:71-135,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,52.53,4
YP_009210060.1@NC_028926$VanY:18-121,WP_034652758.1@GCF_000832985.1,VanY,catalytic,44.5,2
YP_009215894.1@NC_028982$SH3_3:204-265,WP_000873744.1@GCF_000021305.1,SH3_3,cell wall binding,57.54,2
YP_009216114.1@NC_028983$Amidase_2:19-150,WP_015945848.1@GCF_000021305.1,Amidase_2,catalytic,10.02,397
YP_009216114.1@NC_028983$SH3_3:200-261,WP_000873744.1@GCF_000021305.1,SH3_3,cell wall binding,57.2,2
YP_009216608.1@NC_028990$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,34.33,5
YP_009218085.1@NC_029006$Amidase_3:4-179,WP_078688086.1@GCF_900167265.1,Amidase_3,catalytic,99.25,1
YP_009218085.1@NC_029006$SPOR:294-330,WP_078688086.1@GCF_900167265.1,SPOR,cell wall binding,90.55,1
YP_009222289.1@NC_029058$LysM:272-316,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,55.13,52
YP_009222289.1@NC_029058$LysM:340-384,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,58.08,51
YP_009222289.1@NC_029058$LysM:394-438,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,57.7,127
YP_009222289.1@NC_029058$LysM:446-488,WP_035430847.1@GCF_013394085.1,LysM,cell wall binding,40.8,499
YP_009223760.1@NC_029073$PG_binding_1:165-223,WP_042384735.1@GCF_001295365.1,PG_binding_1,cell wall binding,27.2,3528
YP_009274740.1@NC_030920$PG_binding_1:188-247,WP_034652141.1@GCF_000832985.1,PG_binding_1,cell wall binding,51.4,5
YP_009274740.1@NC_030920$Peptidase_M15_4:74-147,WP_034652758.1@GCF_000832985.1,Peptidase_M15_4,catalytic,39.15,36
YP_009274740.1@NC_030920$VanY:3-142,WP_034652758.1@GCF_000832985.1,VanY,catalytic,20.29,54
YP_009275265.1@NC_030925$Amidase_3:3-183,MBO8176177.1@GCA_017656295.1,Amidase_3,catalytic,13.21,11616
YP_009276862.1@NC_030945$Amidase_3:7-177,WP_040323992.1@GCF_000292245.2,Amidase_3,catalytic,99.34,1
YP_009276862.1@NC_030945$LysM:198-242,WP_040323992.1@GCF_000292245.2,LysM,cell wall binding,92.95,1
YP_009276862.1@NC_030945$LysM:247-291,WP_040323992.1@GCF_000292245.2,LysM,cell wall binding,93.32,1
YP_009276863.1@NC_030946$Amidase_2:16-152,WP_000350458.1@GCF_001457635.1,Amidase_2,catalytic,94.85,1
YP_009276863.1@NC_030946$Choline_bind_1:196-215,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,82.34,1
YP_009276863.1@NC_030946$Choline_bind_1:217-237,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,84.1,1
YP_009276863.1@NC_030946$Choline_bind_1:238-257,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,78.11,1
YP_009276863.1@NC_030946$Choline_bind_1:258-278,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.15,1
YP_009276863.1@NC_030946$Choline_bind_1:280-301,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.62,1
YP_009276863.1@NC_030946$Choline_bind_3:195-239,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,93.8,1
YP_009276863.1@NC_030946$Choline_bind_3:237-283,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,92.06,1
YP_009278567.1@NC_031008$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,21.96,7
YP_009279728.1@NC_031017$Glyco_hydro_25:32-217,WP_025016890.1@GCF_900099625.1,Glyco_hydro_25,catalytic,94.87,1
YP_009279728.1@NC_031017$LysM:332-376,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,87.24,1
YP_009279728.1@NC_031017$LysM:386-428,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,80.54,1
YP_009280349.1@NC_031023$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.81,1
YP_009280349.1@NC_031023$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,81.31,1
YP_009280443.1@NC_031024$Amidase_2:20-143,WP_003271071.1@GCF_002119445.1,Amidase_2,catalytic,19.53,172
YP_009283099.1@NC_031039$LysM:229-273,NP_389128.1@GCF_000009045.1,LysM,cell wall binding,48.6,151
YP_009283099.1@NC_031039$LysM:290-334,NP_388823.2@GCF_000009045.1,LysM,cell wall binding,35.9,1436
YP_009283989.1@NC_031046$CHAP:18-110,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,25.26,7
YP_009284730.1@NC_031051$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,34.31,4
YP_009284730.1@NC_031051$SH3_5:285-350,WP_010816176.1@GCF_000392875.1,SH3_5,cell wall binding,56.02,1
YP_009289374.1@NC_031094$Amidase_5:3-158,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.44,1
YP_009289374.1@NC_031094$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.64,1
YP_009322331.1@NC_031920$Amidase_2:16-152,WP_000350458.1@GCF_001457635.1,Amidase_2,catalytic,94.85,1
YP_009322331.1@NC_031920$Choline_bind_1:196-215,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,82.34,1
YP_009322331.1@NC_031920$Choline_bind_1:217-237,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,68.14,1
YP_009322331.1@NC_031920$Choline_bind_1:238-257,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,82.05,1
YP_009322331.1@NC_031920$Choline_bind_1:258-278,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.15,1
YP_009322331.1@NC_031920$Choline_bind_1:280-301,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.62,1
YP_009322331.1@NC_031920$Choline_bind_3:195-239,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,85.77,1
YP_009322331.1@NC_031920$Choline_bind_3:237-283,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,93.71,1
YP_009322665.1@NC_031923$Amidase_2:16-152,WP_000350458.1@GCF_001457635.1,Amidase_2,catalytic,95.6,1
YP_009322665.1@NC_031923$Choline_bind_1:196-215,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,82.34,1
YP_009322665.1@NC_031923$Choline_bind_1:217-237,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,84.1,1
YP_009322665.1@NC_031923$Choline_bind_1:238-257,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,82.05,1
YP_009322665.1@NC_031923$Choline_bind_1:258-278,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.15,1
YP_009322665.1@NC_031923$Choline_bind_1:280-301,WP_000350458.1@GCF_001457635.1,Choline_bind_1,cell wall binding,83.62,1
YP_009322665.1@NC_031923$Choline_bind_3:195-239,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,93.8,1
YP_009322665.1@NC_031923$Choline_bind_3:237-283,WP_000350458.1@GCF_001457635.1,Choline_bind_3,cell wall binding,93.71,1
YP_009592264.1@NC_041858$Amidase_3:3-181,WP_063234640.1@GCF_002243645.1,Amidase_3,catalytic,34.67,200
YP_009592264.1@NC_041858$LysM:208-251,WP_063235689.1@GCF_002243645.1,LysM,cell wall binding,37.2,3737
YP_009592264.1@NC_041858$LysM:256-299,WP_063235689.1@GCF_002243645.1,LysM,cell wall binding,38.29,1598
YP_009593336.1@NC_041866$Glyco_hydro_108:6-90,WP_001984959.1@GCF_009759685.1,Glyco_hydro_108,catalytic,94.54,2
YP_009593336.1@NC_041866$PG_binding_3:93-179,WP_001019739.1@GCF_009759685.1,PG_binding_3,cell wall binding,88.64,4
YP_009613460.1@NC_042023$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,34.29,5
YP_009622345.1@NC_042101$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,33.8,5
YP_009624830.1@NC_042127$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,34.95,4
YP_009624830.1@NC_042127$SH3_5:284-350,WP_010816176.1@GCF_000392875.1,SH3_5,cell wall binding,54.97,1
YP_009625865.1@NC_042134$Amidase_2:41-176,WP_002410015.1@GCF_000392875.1,Amidase_2,catalytic,35.24,4
YP_009626236.1@NC_042137$Glyco_hydro_108:7-93,WP_001019688.1@GCF_009759685.1,Glyco_hydro_108,catalytic,37.5,30
YP_009626236.1@NC_042137$PG_binding_3:95-181,WP_001019739.1@GCF_009759685.1,PG_binding_3,cell wall binding,31.07,76
YP_009664287.1@NC_043027$LysM:229-273,NP_389128.1@GCF_000009045.1,LysM,cell wall binding,49.94,57
YP_009664287.1@NC_043027$LysM:290-334,NP_388823.2@GCF_000009045.1,LysM,cell wall binding,35.9,1436
YP_009783379.1@NC_047735$Glyco_hydro_25:4-168,WP_001181414.1@GCF_000021305.1,Glyco_hydro_25,catalytic,11.99,120
YP_009792349.1@NC_047855$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,22.55,7
YP_009798071.1@NC_047924$LysM:422-466,WP_021356215.1@GCF_014131735.1,LysM,cell wall binding,48.51,16
YP_009798071.1@NC_047924$SH3_5:336-401,WP_003641413.1@GCF_014131735.1,SH3_5,cell wall binding,50.04,5
YP_009798381.1@NC_047926$LysM:422-466,WP_021356215.1@GCF_014131735.1,LysM,cell wall binding,47.26,9
YP_009798381.1@NC_047926$SH3_5:336-401,WP_003641413.1@GCF_014131735.1,SH3_5,cell wall binding,50.04,5
YP_009814251.1@NC_048084$LysM:422-466,WP_021356215.1@GCF_014131735.1,LysM,cell wall binding,48.51,16
YP_009814251.1@NC_048084$SH3_5:336-401,WP_003641413.1@GCF_014131735.1,SH3_5,cell wall binding,50.04,5
YP_009814422.1@NC_048085$LysM:422-466,WP_021356215.1@GCF_014131735.1,LysM,cell wall binding,48.51,16
YP_009814422.1@NC_048085$SH3_5:336-401,WP_003641413.1@GCF_014131735.1,SH3_5,cell wall binding,50.54,5
YP_009819985.1@NC_048159$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,23.73,7
YP_009835322.1@NC_048677$LysM:423-467,WP_050339414.1@GCF_003641185.1,LysM,cell wall binding,46.71,24
YP_009835322.1@NC_048677$SH3_5:337-402,WP_050339414.1@GCF_003641185.1,SH3_5,cell wall binding,54.8,3
YP_009838139.1@NC_048707$SH3_3:165-224,WP_011590164.1@GCF_000013285.1,SH3_3,cell wall binding,31.86,1
YP_009842090.1@NC_048737$Glyco_hydro_25:34-212,WP_020752189.1@GCF_900636965.1,Glyco_hydro_25,catalytic,39.64,45
YP_009842090.1@NC_048737$LysM:332-376,WP_020752189.1@GCF_900636965.1,LysM,cell wall binding,61.08,17
YP_009842090.1@NC_048737$LysM:388-432,WP_020752189.1@GCF_900636965.1,LysM,cell wall binding,84.97,7
YP_009900718.1@NC_049810$Glyco_hydro_25:32-217,WP_025016890.1@GCF_900099625.1,Glyco_hydro_25,catalytic,95.25,1
YP_009900718.1@NC_049810$LysM:332-376,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,87.11,1
YP_009900718.1@NC_049810$LysM:386-428,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,86.35,1
YP_009900767.1@NC_049811$Glyco_hydro_25:32-217,WP_025016890.1@GCF_900099625.1,Glyco_hydro_25,catalytic,96.27,1
YP_009900767.1@NC_049811$LysM:332-376,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,87.11,1
YP_009900767.1@NC_049811$LysM:386-428,WP_025016890.1@GCF_900099625.1,LysM,cell wall binding,86.35,1
YP_009910591.1@NC_049971$Amidase_3:3-175,WP_003211781.1@GCF_900186955.1,Amidase_3,catalytic,24.97,1169
YP_009910619.1@NC_049972$Amidase_3:3-175,WP_003211781.1@GCF_900186955.1,Amidase_3,catalytic,25.33,776
YP_010049700.1@NC_054393$Amidase_2:186-327,WP_058126874.1@GCF_001457595.1,Amidase_2,catalytic,52.83,3
YP_010049700.1@NC_054393$PG_binding_1:375-432,WP_058126874.1@GCF_001457595.1,PG_binding_1,cell wall binding,41.63,1
YP_010051244.1@NC_054439$Amidase_2:188-327,WP_058126874.1@GCF_001457595.1,Amidase_2,catalytic,53.96,1
YP_010051244.1@NC_054439$PG_binding_1:387-448,WP_058126874.1@GCF_001457595.1,PG_binding_1,cell wall binding,40.57,5
YP_010060887.1@NC_054777$PG_binding_1:176-236,WP_058126874.1@GCF_001457595.1,PG_binding_1,cell wall binding,24.92,1129
YP_010079902.1@NC_054980$CHAP:28-122,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,41.52,4
YP_010080026.1@NC_054982$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,43.91,4
YP_010083199.1@NC_055039$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,19.64,7
YP_010083496.1@NC_055043$CHAP:19-113,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,18.91,6
YP_010104134.1@NC_055814$CHAP:18-110,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,24.69,6
YP_010106466.1@NC_055833$Amidase_2:47-177,WP_010816176.1@GCF_000392875.1,Amidase_2,catalytic,39.08,8
YP_010114658.1@NC_055916$CHAP:18-107,WP_001041662.1@GCF_001027105.1,CHAP,catalytic,21.96,6
YP_010644285.1@NC_070623$LysM:221-265,MBO8176086.1@GCA_017656295.1,LysM,cell wall binding,36.96,1173
YP_010644881.1@NC_070652$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.91,1
YP_010644881.1@NC_070652$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.98,1
YP_010644921.1@NC_070653$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.07,1
YP_010644921.1@NC_070653$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,88.14,1
YP_010644967.1@NC_070654$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.95,1
YP_010644967.1@NC_070654$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.12,1
YP_010645062.1@NC_070656$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.68,1
YP_010645062.1@NC_070656$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.34,1
YP_010645153.1@NC_070658$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.56,1
YP_010645153.1@NC_070658$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,77.85,1
YP_010645243.1@NC_070660$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,93.04,1
YP_010645243.1@NC_070660$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,84.53,1
YP_010645291.1@NC_070661$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.09,1
YP_010645291.1@NC_070661$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.28,1
YP_010645342.1@NC_070662$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.3,1
YP_010645342.1@NC_070662$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.02,1
YP_010645528.1@NC_070666$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.56,1
YP_010645528.1@NC_070666$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,83.96,1
YP_010645574.1@NC_070667$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,95.09,1
YP_010645574.1@NC_070667$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,87.54,1
YP_010645625.1@NC_070668$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,94.34,1
YP_010645625.1@NC_070668$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,76.7,1
YP_010645718.1@NC_070670$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.87,1
YP_010645718.1@NC_070670$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.18,1
YP_010645764.1@NC_070671$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.83,1
YP_010645764.1@NC_070671$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,82.45,1
YP_010645813.1@NC_070672$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.44,1
YP_010645813.1@NC_070672$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,83.18,1
YP_010645916.1@NC_070674$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.07,1
YP_010645916.1@NC_070674$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,86.39,1
YP_010645965.1@NC_070675$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.61,1
YP_010645965.1@NC_070675$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,78.93,1
YP_010646015.1@NC_070676$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,93.61,1
YP_010646015.1@NC_070676$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,92.24,1
YP_010646061.1@NC_070677$Amidase_5:3-156,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,86.02,1
YP_010646061.1@NC_070677$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.43,1
YP_010646107.1@NC_070678$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.35,1
YP_010646107.1@NC_070678$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,73.21,1
YP_010646153.1@NC_070679$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,91.35,1
YP_010646153.1@NC_070679$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,71.46,1
YP_010646201.1@NC_070680$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,92.68,1
YP_010646201.1@NC_070680$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,77.88,1
YP_010646334.1@NC_070683$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.78,1
YP_010646334.1@NC_070683$ZoocinA_TRD:168-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,78.12,1
YP_010646470.1@NC_070686$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.49,1
YP_010646470.1@NC_070686$ZoocinA_TRD:167-200,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,78.62,1
YP_010646567.1@NC_070688$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,87.2,1
YP_010646567.1@NC_070688$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.98,1
YP_010646611.1@NC_070689$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,90.89,1
YP_010646611.1@NC_070689$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,85.35,1
YP_010646652.1@NC_070690$Amidase_5:2-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,89.05,1
YP_010646652.1@NC_070690$ZoocinA_TRD:167-278,WP_111679506.1@GCF_010120595.1,ZoocinA_TRD,cell wall binding,80.37,1
YP_010646699.1@NC_070691$Amidase_5:3-157,WP_111679506.1@GCF_010120595.1,Amidase_5,catalytic,86.87,1
