assembly_accession,protein_id,hmm_accession,hmm_query,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,id
GCF_024372745.1,WP_255331834.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocalculus,Methanocalculus taiwanensis,WP_255331834.1@GCF_024372745.1
GCF_024449025.1,WP_256028732.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024449025,WP_256028732.1@GCF_024449025.1
GCF_024449025.1,WP_256028773.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024449025,WP_256028773.1@GCF_024449025.1
GCF_024449025.1,WP_256029111.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024449025,WP_256029111.1@GCF_024449025.1
GCF_024449025.1,WP_256029746.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024449025,WP_256029746.1@GCF_024449025.1
GCF_024449025.1,WP_256029787.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp024449025,WP_256029787.1@GCF_024449025.1
GCF_024464185.1,WP_256295987.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256295987.1@GCF_024464185.1
GCF_024464185.1,WP_256295987.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256295987.1@GCF_024464185.1
GCF_024464185.1,WP_256297784.1,PF01510.28,Amidase_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256297784.1@GCF_024464185.1
GCF_024464185.1,WP_256298390.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256298390.1@GCF_024464185.1
GCF_024464185.1,WP_256299158.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256299158.1@GCF_024464185.1
GCF_024464185.1,WP_256300091.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256300091.1@GCF_024464185.1
GCF_024464185.1,WP_256300091.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256300091.1@GCF_024464185.1
GCF_024464185.1,WP_256300887.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256300887.1@GCF_024464185.1
GCF_024464185.1,WP_256301888.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius salinus,WP_256301888.1@GCF_024464185.1
GCF_024464595.1,WP_256308086.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus litoreus,WP_256308086.1@GCF_024464595.1
GCF_024464655.1,WP_256287896.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus inordinatus,WP_256287896.1@GCF_024464655.1
GCF_024494595.1,WP_256421784.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus rarus,WP_256421784.1@GCF_024494595.1
GCF_024494595.1,WP_256421908.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus rarus,WP_256421908.1@GCF_024494595.1
GCF_024494645.1,WP_256396646.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_256396646.1@GCF_024494645.1
GCF_024494645.1,WP_256396647.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_256396647.1@GCF_024494645.1
GCF_024494645.1,WP_256396870.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_256396870.1@GCF_024494645.1
GCF_024494645.1,WP_256397519.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_256397519.1@GCF_024494645.1
GCF_024494645.1,WP_256397712.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_256397712.1@GCF_024494645.1
GCF_024494645.1,WP_303647033.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta litorea,WP_303647033.1@GCF_024494645.1
GCF_024494695.1,WP_256390707.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum rubrum,WP_256390707.1@GCF_024494695.1
GCF_024494695.1,WP_256393686.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum rubrum,WP_256393686.1@GCF_024494695.1
GCF_024494695.1,WP_256393686.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natronoarchaeaceae,Natronoarchaeum,Natronoarchaeum rubrum,WP_256393686.1@GCF_024494695.1
GCF_024494725.1,WP_256404297.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_256404297.1@GCF_024494725.1
GCF_024494725.1,WP_256405184.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_256405184.1@GCF_024494725.1
GCF_024494725.1,WP_256405271.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_256405271.1@GCF_024494725.1
GCF_024494725.1,WP_256406316.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_256406316.1@GCF_024494725.1
GCF_024494725.1,WP_256406318.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_256406318.1@GCF_024494725.1
GCF_024494725.1,WP_305882691.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus ruber,WP_305882691.1@GCF_024494725.1
GCF_024495425.1,WP_256398102.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256398102.1@GCF_024495425.1
GCF_024495425.1,WP_256399031.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256399031.1@GCF_024495425.1
GCF_024495425.1,WP_256399031.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256399031.1@GCF_024495425.1
GCF_024495425.1,WP_256399459.1,PF01510.28,Amidase_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256399459.1@GCF_024495425.1
GCF_024495425.1,WP_256400223.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256400223.1@GCF_024495425.1
GCF_024495425.1,WP_256401001.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256401001.1@GCF_024495425.1
GCF_024495425.1,WP_256401001.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256401001.1@GCF_024495425.1
GCF_024495425.1,WP_256401812.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius litoreus,WP_256401812.1@GCF_024495425.1
GCF_024498175.1,WP_157687770.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_157687770.1@GCF_024498175.1
GCF_024498175.1,WP_157688465.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_157688465.1@GCF_024498175.1
GCF_024498175.1,WP_157688472.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_157688472.1@GCF_024498175.1
GCF_024498175.1,WP_257628210.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_257628210.1@GCF_024498175.1
GCF_024498175.1,WP_257628680.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_257628680.1@GCF_024498175.1
GCF_024498175.1,WP_257628773.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Haloplanus,Haloplanus salinarum,WP_257628773.1@GCF_024498175.1
GCF_024498195.1,WP_256531315.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,WP_256531315.1@GCF_024498195.1
GCF_024498195.1,WP_256533177.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,WP_256533177.1@GCF_024498195.1
GCF_024498195.1,WP_256533222.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,WP_256533222.1@GCF_024498195.1
GCF_024498195.1,WP_256533222.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,WP_256533222.1@GCF_024498195.1
GCF_024498195.1,WP_256534041.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halovivax,Halovivax cerinus,WP_256534041.1@GCF_024498195.1
GCF_024500045.1,WP_256621625.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus chelungpuianus,WP_256621625.1@GCF_024500045.1
GCF_024508235.1,WP_256684229.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis,WP_256684229.1@GCF_024508235.1
GCF_024508235.1,WP_256686383.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis,WP_256686383.1@GCF_024508235.1
GCF_024508235.1,WP_256687181.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis,WP_256687181.1@GCF_024508235.1
GCF_024508235.1,WP_256687181.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus qingdaonensis,WP_256687181.1@GCF_024508235.1
GCF_024609245.1,WP_257298695.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245,WP_257298695.1@GCF_024609245.1
GCF_024609245.1,WP_257300349.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245,WP_257300349.1@GCF_024609245.1
GCF_024609245.1,WP_257300696.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245,WP_257300696.1@GCF_024609245.1
GCF_024609245.1,WP_257300696.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245,WP_257300696.1@GCF_024609245.1
GCF_024609245.1,WP_257300911.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius sp024609245,WP_257300911.1@GCF_024609245.1
GCF_024662215.1,WP_257742837.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,Methanoplanus endosymbiosus,WP_257742837.1@GCF_024662215.1
GCF_024662215.1,WP_257744060.1,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,Methanoplanus endosymbiosus,WP_257744060.1@GCF_024662215.1
GCF_024807035.1,WP_259050628.1,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae,WP_259050628.1@GCF_024807035.1
GCF_024807655.1,WP_013180465.1,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus voltae_D,WP_013180465.1@GCF_024807655.1
GCF_024808815.1,WP_259133169.1,PF01425.24,Amidase,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum natronophilum,WP_259133169.1@GCF_024808815.1
GCF_024808815.1,WP_259135203.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum natronophilum,WP_259135203.1@GCF_024808815.1
GCF_024972735.1,WP_259532861.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum sp024972735,WP_259532861.1@GCF_024972735.1
GCF_024972735.1,WP_259533639.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum sp024972735,WP_259533639.1@GCF_024972735.1
GCF_024972735.1,WP_259535778.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halalkaliarchaeum,Halalkaliarchaeum sp024972735,WP_259535778.1@GCF_024972735.1
GCF_024972755.1,WP_259517157.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sp024972755,WP_259517157.1@GCF_024972755.1
GCF_900079115.1,WP_009990155.1,PF01425.24,Amidase,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,WP_009990155.1@GCF_900079115.1
GCF_900079115.1,WP_009991353.1,PF01425.24,Amidase,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,WP_009991353.1@GCF_900079115.1
GCF_900079115.1,WP_009992397.1,PF01425.24,Amidase,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,WP_009992397.1@GCF_900079115.1
GCF_900083515.1,WP_077076604.1,PF01425.24,Amidase,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_077076604.1@GCF_900083515.1
GCF_900083515.1,WP_148690026.1,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690026.1@GCF_900083515.1
GCF_900083515.1,WP_148690026.1,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690026.1@GCF_900083515.1
GCF_900083515.1,WP_148690092.1,PF00877.22,NLPC_P60,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690092.1@GCF_900083515.1
GCF_900083515.1,WP_148690097.1,PF02016.18,Peptidase_S66,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690097.1@GCF_900083515.1
GCF_900083515.1,WP_148690097.1,PF17676.4,Peptidase_S66C,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690097.1@GCF_900083515.1
GCF_900083515.1,WP_148690099.1,PF02113.18,Peptidase_S13,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Cuniculiplasma,Cuniculiplasma divulgatum,WP_148690099.1@GCF_900083515.1
GCF_900095295.1,WP_071905721.1,PF01425.24,Amidase,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C congolense,WP_071905721.1@GCF_900095295.1
GCF_900100335.1,WP_090303296.1,PF01510.28,Amidase_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090303296.1@GCF_900100335.1
GCF_900100335.1,WP_090306483.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090306483.1@GCF_900100335.1
GCF_900100335.1,WP_090307021.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090307021.1@GCF_900100335.1
GCF_900100335.1,WP_090307021.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090307021.1@GCF_900100335.1
GCF_900100335.1,WP_090308534.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090308534.1@GCF_900100335.1
GCF_900100335.1,WP_090309903.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090309903.1@GCF_900100335.1
GCF_900100335.1,WP_090309911.1,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090309911.1@GCF_900100335.1
GCF_900100335.1,WP_090310139.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090310139.1@GCF_900100335.1
GCF_900100335.1,WP_090310664.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090310664.1@GCF_900100335.1
GCF_900100335.1,WP_090311011.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090311011.1@GCF_900100335.1
GCF_900100335.1,WP_090312078.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_090312078.1@GCF_900100335.1
GCF_900100335.1,WP_245724304.1,PF02113.18,Peptidase_S13,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,Natronorubrum texcoconense,WP_245724304.1@GCF_900100335.1
GCF_900100385.1,WP_092698699.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus aranensis,WP_092698699.1@GCF_900100385.1
GCF_900100385.1,WP_092699327.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus aranensis,WP_092699327.1@GCF_900100385.1
GCF_900100385.1,WP_092702430.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus aranensis,WP_092702430.1@GCF_900100385.1
GCF_900100385.1,WP_092702430.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halovenus,Halovenus aranensis,WP_092702430.1@GCF_900100385.1
GCF_900100875.1,WP_092536650.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius longus,WP_092536650.1@GCF_900100875.1
GCF_900100875.1,WP_217628973.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius longus,WP_217628973.1@GCF_900100875.1
GCF_900100875.1,WP_245698982.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius longus,WP_245698982.1@GCF_900100875.1
GCF_900103505.1,WP_089732812.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis,WP_089732812.1@GCF_900103505.1
GCF_900103505.1,WP_089734634.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis,WP_089734634.1@GCF_900103505.1
GCF_900103505.1,WP_089734642.1,PF00246.27,Peptidase_M14,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis,WP_089734642.1@GCF_900103505.1
GCF_900103505.1,WP_089736069.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis,WP_089736069.1@GCF_900103505.1
GCF_900103505.1,WP_089736069.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Haloarchaeobius,Haloarchaeobius iranensis,WP_089736069.1@GCF_900103505.1
GCF_900103715.1,WP_089693549.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum gelatinilyticum,WP_089693549.1@GCF_900103715.1
GCF_900103715.1,WP_089694835.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halogranum,Halogranum gelatinilyticum,WP_089694835.1@GCF_900103715.1
GCF_900104065.1,WP_090379497.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090379497.1@GCF_900104065.1
GCF_900104065.1,WP_090380179.1,PF02016.18,Peptidase_S66,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090380179.1@GCF_900104065.1
GCF_900104065.1,WP_090380179.1,PF17676.4,Peptidase_S66C,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090380179.1@GCF_900104065.1
GCF_900104065.1,WP_090382385.1,PF01510.28,Amidase_2,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090382385.1@GCF_900104065.1
GCF_900104065.1,WP_090383283.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090383283.1@GCF_900104065.1
GCF_900104065.1,WP_090385550.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium texcoconense,WP_090385550.1@GCF_900104065.1
GCF_900107195.1,WP_089764155.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus clavatus,WP_089764155.1@GCF_900107195.1
GCF_900107195.1,WP_089767168.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus clavatus,WP_089767168.1@GCF_900107195.1
GCF_900107195.1,WP_089769157.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus clavatus,WP_089769157.1@GCF_900107195.1
GCF_900107205.1,WP_092730391.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092730391.1@GCF_900107205.1
GCF_900107205.1,WP_092730722.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092730722.1@GCF_900107205.1
GCF_900107205.1,WP_092731172.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092731172.1@GCF_900107205.1
GCF_900107205.1,WP_092731420.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092731420.1@GCF_900107205.1
GCF_900107205.1,WP_092732521.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092732521.1@GCF_900107205.1
GCF_900107205.1,WP_092732661.1,PF01425.24,Amidase,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_092732661.1@GCF_900107205.1
GCF_900107205.1,WP_176819515.1,PF01551.25,Peptidase_M23,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,Halopenitus persicus,WP_176819515.1@GCF_900107205.1
